id,message,original,genre
962,I can't reach my father who's located in Port-au-prince because i don't have a sufficient credit on my phone,M pa ka pran nouvel papa m ki potoprens akoz de mwayen ekonomik sou tel mwen.,direct
963,"hello. please, i would like to join my family in the US","Helo ! Please, I would like have my family ( USA ).",direct
964,"hello, there are alot of people who left port au prince that came to the cities in the provinces, it would be good if ( incomprehensible ) would think of these people, because they have nothing to do.","Bonjou, gen anpil moun ki kite potoprens ki vin nan vil provens yo, li ta bon si enstans konsne yo ta panse a moun sa yo. Paske yo pa gen anyen pou yo f.",direct
965,"We are hungry we have nothing to eat, since the earthquake happened, we have not received anything. we are in carrefour in the area of bertin",Nou grangou nou pa gen anyen pou nou manje. depi seisme fin pase nou pa resevwa anyen. nou nan kafou zon bertin.,direct
966,"come and help us, we have nothing to live on, we are in carrefour in the area of bertin","Vin ede nou, nou pa gen anyen pou vin. nou nan kafou zon bertin.",direct
967,i have a problem my house is destroyed,Mwen gen problem kay mwen fok top,direct
968,"we live in carrefour, in the area of bertin on rue du fort. we need food, water and toilets",Nou rete kafou nan zon bten rue du fort. Nou bezwen manje dlo lat,direct
970,"People from Route de l'amiti did not find Food, tent, water. . please Help us.","Moun rout de lamitye yo pajwen ed ni manje, ni tant, ni dlo nap mande sekou.",direct
971,bring money to people. .. . thank you,pot kob bay moun. Mesi,direct
972,"hello, i would like to leave for the us, just to get to my family, where i am they don't give us anything, i have nothing, i plead to you to help me","Salut, je voudrais partir pour les Etats-Unis. Juste pour trouver ma famille. L o je suis on ne donne rien, je suis priv de tout. Je vous emprie aidez-m",direct
973,immediaterly !!!!! I would like to find my family in the USA,"oi immdiatement ! Je veux trouver le reste de ma famille, USA.",direct
974,we live on impasse ida on poupla avenue. we have no water to drink. help us,NOU RETE NAN ENPAS IDA AVNI POUPLA. NOU PA GEN DLO POUN BW. EDE NOU,direct
975,"please open a door for me, because i really am in a difficult spot, thank you",cel tanpri louvri pat pou mwen paske mwen vrman an difikilte. mesi !,direct
976,needs a more precise address information Seeking water to drink,"NOU RETE NAN ENPAS IDA AVNI POUPLA #11BIS. NOU PA GEN DLO POUN BW, N",direct
979,Would love to hear the latest news from Haiti for 2010.,Ban echel 3 dnye replik ki pase en ayiti pou 2010 la,direct
980,N. B. Food distribution via helicopter is the most helpful. There are a lot of intelligent students in the neighbourhood that are dying of hunger. Please hurry to come and help them.,N. B. Se nan elikopt distribisyon ka fet pi byen nan tant yo. Anpil elv entlijan nan katye saa ap mouri grangou si yo prese vini ede yo.,direct
981,"No Location : Good morning in Jesus name. We were 6 people living in one appartment. I am the only one who survived, now I am sleeping in the streets. .. ...",Mwen salye nou nan non jezu. Se te nou ( 6 ) sis moun ki tap viv nan yon sel apatman. mwen menm selman bondye fe gras kounye a se nan lari mwen ye epi tou m,direct
983,"Hi, I am living in Delmas 2, most of the people there lost evrything, we need help and food please.",Alo mwen ap viv andedan delma 2 ak tout moun men nou pifo sinistre nou bezwen ed avek tant manje,direct
984,"We are homeless, we live in Mais Gate. we can't stay in our house in Pax Vila. We need all kinds of help. Thank you in advance.","Nou sinistre, nou rete nan Mais gate, nou paka ret nan kay nou nan Pax Vila a, nou bezwen tout sot 2 d. Mesi davans Water s Production.",direct
985,I live in Senmak in Latibonit I haven't been able to find a radio,Mwen rete Senmak nan Latibonit mwen pa jwenn radyo a.,direct
986,"We have found nothing at Pont Morin, number 3. We are starving.",On a rien trouve a pont morin au numero3 we staruing thank you,direct
987,".. .. 42, inside. God bless you, may his grace be with digicel. .. Good Job.",o karant de andan. Bondye beni nou ke gras papa a kapab kontinye devse sou digicel bon travay.,direct
988,"No Location : Greetings all, I want to tell you that we have a lot of people suffering, starving, they need hygienic wipes, food, clothes, shoes, and more. .. all my ressources are over. ..","MWEN SALIE NOU E MWEN PROFITE DI NOU GIN ANPIL MOUN KAP SOUFRI GRAN GOU YO BEZOUIN ATIK DE TOILTE, MANJE, RAD, SANDAL, SOULI ELATRI. RESOUS PAM FINI A",direct
989,"because it is only one station that we have, thanks in advance",e vwe paske se yon sel statyon an nou genyen mesi davans,direct
990,"SOS Emergency, there is an urgent situation in Carrefour Feuille, Ridore Street.","SOS URGENCE, GEN YON KA GRAV NAN ZON KAFOU FY BLOK IMPAS RIDORE PRO",direct
991,"We are at Impasse Colon Turgeau. We need help, food and youth willing to work. Thank you",Impasse colon turgeau plus haut canado besoin d-aide de la nourriture de l-eau et des jeunes qui veut travailler merci,direct
992,"Bonjour. .. i need to go to canada, i only have my passport. How can you help me please. ? thank you",Bonjou!Mwen bezwen al Kanada se sel paspo mgenyen koman nou ka edem tanpri. Mesi,direct
993,"I would like to join my family in Atlanta Georgia but all I have is my birth certificate and a bank account, how can I get help please.",M ta renmen al jwen fanmi yo atlanta georgia men m pa gen anyen pou m ale ke acte de naissance mwen epi kan bank kouman nou ka ede di non tanpri.,direct
994,Are you gonna let us die in GOMMIERS. please send us help,Eske nap kite nou mouri lafen nan GOMMIERS. Tampri voye je gade nou,direct
995,"I salute all those that are in charge at Digicel. In the name of God, I am a client of Digicel who is a victim of the earthquake that happened on January 12. I have problem. My house is cracked. I would like to go to Jeremie. Notes No name or location given.",MWEN SALYE TOVT DIRIJAN DIGICEL YO NAN NON BONDYE M SE YON KLIYAN DIGICEL KIVIKTIM TRANBLEMAN TE DOUZ JANVYE A M GEN PWOBLEM KAY MWEN FANN POUM ALE JEREM,direct
996,Pass the message on Karaib ( radio station ) for me. Im in jacmel and tunned in on Karaib fm.,Pase mesaj la sou karaib pou mwen? mwen bwanche karai depi jakml,direct
997,"We are a committee that works to help the victims of the earthquake. We are in Mange where we have a lot of people that are victims, but our biggest problem is the children that are suffering. Personal Note: Mange is a slum area by the ocean accross from the Bolosse and Martissant area.",Nou se komite kap travay pou ede viktim trambleman ta a. Nou nan mang kote nou gen anpil moun ki viktim men pi gwo pwoblem nou se timoum piti yo kap so,direct
998,"I am from Morne Lazarre, now I am in Morne Calvaire, I have nothing and I never had any help, not even water, and I lost a cousin. ..",MOUEN SOTI MORNE LAZAR KOUNIE A MOUEN TROUVE M ANBA MNE KALVER KM SINISTRE KI PA JAMAIS BENEFICIE MME YOUN CHAS DLO APR MOUEN FIN N PEDI YOUN KOUZIN,direct
1000,Since last night i cannot get through ( on cell phone ) I get a busy signal,De pi ye swa m pa ka pase. Yo toujou di mwen reseau occup.,direct
1001,"We have a baby that died and another that has bad diarrhea. Please send water, medecine and food.","Nou gen bb ki mouri ak dyare fot de swen nan fontamara 37, svp voye yon ekip pou bay d : dlo, medikaman, manje. Mesi pou swivi ka sa a.",direct
1002,"Greetings to all the people receiving those text messages, we have a staff in Delmas 2, Haiti, sending them for people, not far from the Salvation Army center. .. . ( msg lost )",Mwen salye tout moun kap resevwa sms sa yo ak ke nou fome yon komite de distribisyon nan zon ebejeman ki nan sant delma 2 an dedan arme du salut a moun n,direct
1004,"( No location ) We have no water and food, we have no tent, and the children are starting to be sick.","ze, nou pa gen mange ak dlo nou pa gen tant epi ti mounn yo komanse malade",direct
1005,You guys forgot about people in Carrefour in Bertin.,"Apa nou bliye nou sa nap fe avek nou. carrefour, bertin.",direct
1006,"Good morning? Please, I would like to know which money transfer company that is still opened in the capital because I didn't find any of aids that are being given. Notes No name or location given.",( Bonjour? sil vous plait mwen ta renmin konnin ki biro transf ki ouv nan kapital la paske mwen pa jwenn anyen nan aide yab bay yo. ),direct
1007,"We cannot wait anymore. Americans, please come save us. We are waiting for you. Notes No name or location given.",Nou pa ka tan n ank ameriken vi n sove nou se ou nap tan n,direct
1008,"The authorities from Gressier hasnt done anything yet until this day. They only decided to have a meeting earlier at 2 pm, there are 6 People under the Rubbles. .. ( Msg lost )","Otorite gresye yo pako fe anyen jiska jodia se jodia yap fe yon reyinyon kay pa a a 2h depite, majistra, kazk, azk, ak delege vil. Gen 6 mounn anban de",direct
1009,"I need to let my family know that I am starving, they need to send me money. What Money transfer company is openin my area..",( Mwen bezwen fe fanmi mwen yo konnin ke grangou ap touyem pou yo voye kob pou mwen mwen bezwen konnin ki biwo ki ouv tanpri fem reponse ),direct
1010,"I live in Mariani, I no longer have a house. I'm sleeping in the streets. Please help me!",Mwen rete mariani kay mwen kraze map demi nan lari mwen ta renmen nou fe yon bagay pou mwen.,direct
1011,"Help for LA FONDATION REGARS SISE A LABOULE, we have about 200 people ",AIDE POUR LA FONDATION REGARS SISE A LABOULE COORDONER PAR PETIT HOMME STANEL NOUS AVONS ENVIRON 200 PERSONNEs,direct
1012,"I need to call my family abroad to let them know that im alive. i dont have the means to do so, please help me",Mwen bezwen rele fanmi ltb pou di mwen anvi mwen pa gen mwayen nan menm ede souple,direct
1013,People from Les Irois and Jeremie need help please.,lziwa Jeremie fok leta vini an ed nou tou provens yo,direct
1014,"We need help at nazon in the street extend ( sylvio cator ) water, food, tent ( please ) ( message in english )","We need help at nazon in the street extend ( sylvio cator ) water, food, tent ( please )",direct
1015,I congratulate MINUSTAH for all the support it gives to Haiti. The people will never forget it. We take the opportunity to tell them to take courage because he learned that they too are victims of this recent catastrophe,"Mwen felisite MINUSTAH pou tout apwi li bay Haiti, pap la pap janm bliyel nap profite di yo kouraj paske nou aprann ke yo viktim nan katastrf sa a ki so",direct
1016,"Sos in the Nazon, Bartholy road and seguineau. we are about 34 families whom are on the streets. we still havnt gotten water and food please let everyone know",Sos nan nazon rue bartholy et seguineau nou gen anviron43 fanmi ki nan lari a nou pa janm jwen dlo manje fe mesaj la pase pou nou,direct
1017,"Thank you very much. I am from Mariani - 1 Rue La Victoire extended. . We are facing all sorts of problems. Even water is scarce. We are maybe too far, this can be the reason why we are not being reached. ..",@X' @Msi anpil men zon mariani 1 ri laviktwa pwolonje nan mon lan nou f fas a tout sot pwoblem menm dlo nou paka jwen kom nou byen wo petet se sak fe yo pa,direct
1018,"sos in Nazon, Bartholy and seguineau roads we are about 43 families in the streets without water and food. let everyone know",@0! @Sos nan nazon rue bartholy et seguineau nou gen anviron43 fanmi ki nan lari a nou pa janm jwen dlo manje fe mesaj la pase pou nou a note nou f komite ak,direct
1019,"Please, we need water, food and tents to sleep in. Please help us out",svp nou bezwen manje dlo ak tant pou nou demi svp fe sa pou nou.,direct
1020,"Im at au Cayes, i would like to know if the local pnud at port au prince has collapsed?? because i have family working there and never got any news from them",Mwen nan okay mta renmen konnen si lokal pnud ki potoprens la tonbe paskem gen fanmim kap travay la mpa janm pran nouvel yo,direct
1021,"I need to go find my family in the US. I don't have a house, cloths nor food.","Mwen bezwen al jwenn fanmiw usa. M pagen kay, m pagen rad, m pa gen manje.",direct
1022,Please hurry. We are hungry. We are in Fontamara.,F vit riv sou nou. nou grangou nan fontamara tou.,direct
1023,"Need assistance with water, food and medical care.","Moun nan tet fontamara 43 nan tet mon labela pa jwen anken asistans : dlo, nouriti tant, medicaman.",direct
1024,help them. I've been writing for a few days but you've never called me. ,i ede yo. map ekri kek jou. nou pa relem.,direct
1025,"We are in Fontamara on Louis St the route 1 and 2 we have not receive anything, we need water. Thank you we are waiting on you","Nou menm nan fontamara 47 rue louis roi 1 et 2 nou poko jwenn nan sa yo voye pou nou an, nou bezwen l igan. Mesi davans nap tann nou oke.",direct
1026,Thaks a lot for the message 11 days after. .. . like this message by SMS I received but did not receive a glass of water for life.,@! @Msi anpil pou mesaj la 11 jou apr yon evenman paray se mesaj pa SMS mwen resevwa mwen pa resevwa yon v dlo antan ke yon vi,direct
1027,"Can you please tell us at which number we can find the radio? Do they speak creole? Thank you. because we understand the people of ti boucan, we can't handle the hunger any longer. It is killing us.","tanpri nan nimewo nou ka jwenn radyo a ? epi eske yo pale kreyl? mesi paske nou konprann pap tiboukan an, paske nou pa kapab ank lafen ap touye nou tan",direct
1028,"Please, listen to our voices. I am speaking for the population, because I am a small but potent voice. Thanks Note : Incomplete. ..","pri pran vwa nou anchaj, map pale nan non pap m an, paske m c yon tiboukanwa mesi. NADE JEAN CHELET.",direct
1029,"I'm hungry, That is why I am sending this message. ( no location provided )","Se grangou mwen grangou, se sak fe mwen te voye mesaj la",direct
1030,"We need drinking water, food, medecin for flu, infection and fever. We are in Fontamara 43 rue Menos prolongation","Nou bezwen dlo potab, manje, anpil tant ou pwela fredi ap touye nou, medikaman pou grip, pou enfeksyon pou fyv etc. Nou rete fontamara 43 rue menos prol",direct
1031,belair number 18. ( Incomplete-end of a message ),ongee bas la belair numero 18.,direct
1033,"Hello people in the courtyard of Miki at fontamara 27 Menos street extension, water please, do something","All0 moun nan lakou miki fontamara 27 ru menos prolonge bezwen mange, dlo, tant svp fe yon jan pou nou",direct
1036,"we are in bois verna, near sogesol. We need food.",Nou nan zon bwa verna zon sogesol nou bezwen ed manje.,direct
1037,"I'm in Port-au-Prince, everyone tells me need food, currently I am living in Port-au-Prince, we are hungry please save us. This text did not give a specific location except for Port-au-Prince.","Mwen t pa o pwens, tout lajanm pa di mwen bezwen nouriti, konnya map viv p 2 p, nou grangou souple sove nou",direct
1039,"In the state, please tell me what I must do",n the state please tell me what imust do,direct
1040,I am found. I'm in Cap Haitian. My house in port-au-prince is destroyed,MWEN TROUVE M OKAP KAY MWEN KRAZ POTOPRENS,direct
1041,Send aid in that area. It would be good because we never received anything. Thank you very much. Note : Please request exact location Call to check,ye aide nan zon nan li ta bon paske nou pa janm resevwa anyen. Mesi anpil.,direct
1042,our people would like our aid we would like there aid. we are waiting for your call so we can see what we could do for them. thank you,PAUP NOU TA RENMEM AID NOU NAP TANN APEL NOU POU N OUE SA N KA FE POU YO. MESI,direct
1043,"we are at sat in aral street, we have not hade any aid even with all the efforts been done","Nou nan Sat, nan wout Aral. Nou pa jwenn oken ed malgre ef kek moun ak komite zon nan.",direct
1044,"hi, i am a student. my house was destroyed. i'd like a perticular help. please.","Bonswa, mwen se yon elv kay mwen kraze, mwen vle yon ed patikilye silvouple.",direct
1046,I am at La Plain Marin 22 Imp. Desmond #2. I am hungry and dying?,Mwen la plane marin 22 imp desmond #2 gragou ap touye,direct
1047,I'm in Klesin. We need water and food. For children and for Cite Soley.,Mwen nan klesin nou bezwen dlo ak manje sitou pou ti bebe yo nou bezwen tant tou pou soley la,direct
1048,Don't forget that i need your help in this time,Pa blye mwen bezwen ed nou nan moman sa a.,direct
1049,I am in Mole St. Nicolas. We have received alot of people who have arrived without anything. We badly need humanitarian aid to help these refugees.,"Nan Mlsennikola nou gen anpil moun ki soti Ptoprens ki pa gen anyen nan men yo, bezwen ed imanite mwen se yon manm kwawouj nan vil sa a se Valbrun Jorel",direct
1052,"We need food, water, medicines. Thank you. We are in the savanna , 4th section of komin tirivy in the artibonite.","Nou bezwen ed tankou : vtman, nouriti, dlo epi medikaman. Mesi nou nan savannawch, 4e seksyon komin tirivy latibonit.",direct
1053,"We haven't seen anyone come help even though we asked for it for the people of Delmas 9 at rue ducosquer. 313 women, 187 men and 83 kids. Thank you for you diligence","Nou pa janm jwenn vizit nou pou d nou te mande pou abitan nan delmas 9, ri Ducosquer. 313 fanm, 187 gason, 83 timoun. Mesi pou dilijans nou.",direct
1055,"Please try to find a way to help. We are barely surviving. We are in Grand Rue, at Portail Saint Joseph ( la court Gerard ).",Tanpri souple nou menm nan grand rue bloc portail saint joseph ( lakou gerard ) di eseye cre yon mwayen de vie pou nou paske nou pa santi. n k ret viv anko,direct
1056,oh please we are in the need of food. water. where can we stay with all out children? ,tanpri souple nou nan necesite manje. Dlo. Kote poun rete ak tout timoun nou tanpri,direct
1057,"We need food and water in Leogane, please.",Nou bezwen manje dlo tanp nan lakil de leyogane mesi.,direct
1058,The house is broken. There are 5 people who have been injured. We need urgent assistance. Please call the number for location.,AY KI KRAZE. GEN 5 MOUN KI BLESE. SEKOU RAPID SVP,direct
1060,im having a hard time. i'm asking you to help me because i have lost everything. Anything you send will be appreciated. Let me know through sms. God bless you.,Mwen nan difikilte mwen mande nou sa nou ka fe pou mwen paske tout sa m te genyen pedi. Sa nou voye a lap byen rive. Enfme mwen pd yon sms. Bondye beni w.,direct
1061,"I am a rural inhabitant from Bon Repos, not far from La Plaine. In that area, we did not receive any help from the authorities. We have a lot of children who sleep outside openly and/or in the rain. Please we need tent for shelter.","Mwen si yon abitan bon repo mola la plenn, nan zon sa nou pa gen sekou oken otoriti nou gen anpil timoun kap demi nan serin. s. v. p fe nou jwenn kek tant",direct
1062,SORRY I GOT NOTHING TO HEAR NO POWER NO RADIO ONLY MY CELLPHONE PLEASE WRITE ME OR CALL ME I NEED YOUR HELP,SORRY I GOT NOTHING TO HEAR NO POWER NO RADIO ONLY MY CELLPHONE PLEASE WRITE ME OR CALL ME I NEED YOUR HELP,direct
1063,no authority has passed by to see us. We don't have a place t sleep ( incomplete ),EN OKENN OTORITE POKO PASE WE NOU NOU PAGEN KOTE POU NOU DOMI NOU P,direct
1065,"please help me. I live up high, in the south department",e tanpri souple pou nou edem mwen rete pi wo bnfen nan depatman si,direct
1066,"Thank you very much for info, because ? radio.",Mesi anpil pou enfo a paske manmi m se yon fon enkondisyonel radyo,direct
1067,I tell you I'm fine I'm in need of you telling me the message arrived with success. You don't do anything for me I just tell you for me thank you.,Mwen di nou mwen okay mwen nan nssiti nou dim mesaj la rive ak siks nou pa fe anyen pou mwen. sel sa map di nou sa di pou mwen mesi,direct
1068,I need help. I'm sick in my thoughts. I'm sleeping outside with a lot of other people and babies too. Thank you ( incomplete - end of a message ),n bezwen ed mwen malad nan panse m. Se nan savann map demi ak anpil lot moun epi tibebe tou. Mesi,direct
1069,"truncated - probably we need water, shelter, food. Please help us. Thank you.","n d, eau de couverture, de nourriture. S. V. P, aidez-nous. Merci",direct
1070,We do not have anything. We sleep in the streets. We can not go to the places that are providing help. .. Note : Please ask for exact location,Nou pa gen anyen nap domi nan lari nou paka ale kote ki gen ed yo p,direct
1072,I am in the road called Rue Benway in Ti Guave. We need a tent. We need food because we are dying of hunger. We have no money to buy the little food that is being sold. We need care. Please help.,Mwen nan ri benwa tigwav nou bezwen tant paske nap domi nan seren nou bezwen manje paske nap mouri grangou tout bagay che nou pa ka achte nou bezwen swen,direct
1074,And where will I make contact with you? Thank you. Note This appears to be a follow up email.,epi ki kote m ja pran kontak ak nou. Mesi,direct
1075,we at at doteur obri st between Do seza st and makajou st. we need water antibiotics for germs really fast we cannot handle it ,"nou menm nan ri dokt obri ant ri du seza e ri makajou, nou bezwen manje, dlo, antibiotik pou mikrob prese prese paske nou pa kapab ank.",direct
1076,"We need water, food and tents for the rain. We are on the freres road, at impasse dorsainvil","Nou bezoin dlo mange tante pou la pli, nou sou rout frre inpas dorsainvill ( bobin )",direct
1077,Unique Hospital Centre is affording too much people already!!,unique centre hospitalier est depass et nous accueillons dj plus,direct
1078,I am living in Christ-Roi. We have nothing to eat nor to drink. Please send someone to this area.,Mwen abite christ-roi nou pa gen anyen pou nou mange ni pou nou bwe tanpri pase kote nou,direct
1079,our Mother doesnt work and the children are small. I ask please help mother work in Miami so she can help us not die because we dont have. .. ?,Manman nou pap travay e timoun yo piti. map mande tampri pou nou ta bay manmanm yon ti d poul travse miami poul ka ede nou poun pa mouri pasken pa gen l,direct
1080,It's Over in Gressier. The population in the area - Incomplete,Se over toujou nan gresye 24e seksyon komin. Popilasyon komin nan n,direct
1081,We're very affected. Please send us some things. We're in Sen Sirin on the Juvenat road.,Nou sinistre tan pri voye bagay pou nou. nou nan sen sirin rout juvnat.,direct
1082,after the earthquake many of our felllow country men left port au prince ( escaped ). now they return with empty hands and ask us to come with people,"Apri pasaj tranbleman de ta a, plisy konpatriyt nou kite nan potoprens ki chape yo retoumen men kounye a yo men vid nap mande pou nou vini an ed ak moun",direct
1084,"My wife understands better. So, tell us what to do. It doesnt sound like they need help, but are available to help",Fem konprann pi byen. Alors dim ki pou nou fe,direct
1086,Always Commune Gressier section 24th Note : Incomplete. .. Ask for details. .. on help. ..,Toujou komin gresye 24e seksyon.,direct
1088,so you could just give me the addreses ,yo pou nou ban m adres yo selma,direct
1089,"We need food, water. .. . The kids are sick, fever, flu. .. Help. .. We are @ Cote 28, rue Richard","NOU NAN KOTE 28 RUE RICHARD Nou BEZWEN TANTE, DLO MANGE TIMOUN YO GEN GRIP AK FIEV NA SEREN AN MESI DAVANS SE REMY SAINT VAL FE SA POU NOU NAP MOURI.",direct
1090,"Port-au-Prince we weren't able to save anything, we need help ",u-prince nou pat gen chans sove anyen nou bezwen d,direct
1091,The internet in the area of Mirebalais is not working. Were can i go to register my name and those of my family.,Entnt ki kotem ye pa fonksyone ou di mwens mpa konn ki b ki gen youn kap fonksyone paske c mibale. ki lot pwosede m k itilize poum anrejistre nom ak fanmim,direct
1092,"We need help, before the catastrophe 12 January it has already been two weeks. The rain that all our plantation with a lot of animals, goats, pigs, cattle ,. ..","Nou bezwen ed, avan katas twof 12 janvye a te deja genyen 2 senmenn lapli ki tout plantasyon nou yo ak touye anpil but tankou : kabrit, kochon, bf ak lot ank",direct
1093,"We've found some fifty houses which suffered mamages with 6 totally down a not enough food to feed people who came did not give us and not enough tools and seeds to plant, thanks a lot",.nou jwenn yon senkantan kay ki sibi domaj ak 6 ki kraze nt.nou pa gen manje ase pou n nouri moun ki vhn pa bann e pa paktzouti ak semans nesesi anpi,direct
1094,on route de frere on rue Corlette. thank you ,la route de frre a la rue corlette. Merci,direct
1095,I'm asking why everyone is getting things but I'm not getting anything. I live at Mariani odm. I am asking for help.,Bon map mande eske nou pa moun paske tout kote jwenn bagay men nou men m nou pa jwenn an ditou nan mariani 1 rue o d m nap mande sekou,direct
1096,"I'd like to find a job in translation, plz.",Mwen ta renmen jwen yon job entepret svp,direct
1097,I need to go to my family in the United States. I don't have a home or clothing. And they didn't give food in the area where I live. Thank you. Notes No name or location given.,"Mwen bezyen ale jwenn fanmi mwen au USA. Mwen pa genyen kay, mwen rad, epi yo pa vin bay manje nan zon lakay mwen. Mesi!",direct
1098,we need water. we are dehydrated.,"Mezanmi men n fok gen de ka dezidratasyon la akoz de mank dlo potab. ( a j l ) asosyasyon jan nan leyogan, s v p ede nou, presizeman nan dif rout bary jedi",direct
1099,( no location ) we are responsible for a shelter. thanks in advance,nou responsab yonabri. Mesi davans.,direct
1100,"I live in Riviere Froide. A lot of people lost their house, we don't have water, food, we are suffering, we're sleeping in the rain. we don't have sheets","Bonswa diji mwen abite rivy fwad gen anpil kay ki kraze nou pa gen dlo, nou pa gen manje, nap soufri, nap demi nan seren, nou pa gen dra moun kaligen y",direct
1101,Requesting govement to set solar panel energy then communication will be clear. We are in trouble.,"Mwen se Jeanno nou gen problem kouran nan komin ziwa, nou ta renmen gouvneman fe proj enji soley pou nou li sa kominikasyon an ap kl nou gen problm",direct
1102,"My friends, we are asking for water and food.",Mezanmi c d nou wi mwen te mande nou menm nan clercine 8 rue fraternite impasse galile numero 7 nou vle manje dlo tant encore map nou pote nou sekou. Stephanie,direct
1103,i don't know what else to do. this is getting the best of me. i'm in cap haitian now but i still can't sleep inside a house. i have to sleep on the public square. My boday wants to ,Mwen pa konnen ki sa poum fe ank bagay sa fi pasem mwen antre okap mwen pa janm ka demi andedan kay se sou plas okap mwen demi kom vle bloke ede,direct
1104,Can people in the NOrth Western get the signal?,Eske moun ndws apka kaptel,direct
1106,I do not have a card for me to call my family,MWEN PAGEN KAT POU MWEN RELE FANMI MWEN,direct
1107,"We, the inhabitants of the zone of Bel-air, especially Docteur Aubry street between Macajoux street and the Rue ( street ) of Cesars are in a pitiful state. We have ( truncated ). .. PLEASE WILL SOMEONE WITH A BETTER HANDLE ON PAP GEOGRAPHY CHECK THIS. I AM NOT SURE MY COORDS ARE RIGHT.","nous, les habitants de la zone de bel-air notemment rue docteur aubry entre rue macajoux et rue des csars sommes ds une situation tres panible. Nous avons",direct
1108,Everyone in my household has survived only one of my nephew has a broken leg We need help I have a sister in miami please tell to call me ,t moun lakay mwen mwen souve yon sel tineve m pyelkase mwen konsapou m fe s v p ede m avek li mwen gen sam mireille miami dil pou mwen de m s v p telefon,direct
1109,"Voice of America. Please pass the message along for us. We live in Gressier, 24th section ( Ti Boukan ). We are dying of hunger. What we had is finished. PLease pass the message along for us.",Lavwad lamerik fe mesaj la pase pou nou. Nou nan gresye 24 m seksyon ( ti boukan ) ap mouri grangou. Ti sa nou te genyen fini. Lanse apel la pou nou souple.,direct
1110,We have no food left. We're looking for some help with food. We don't have clothing issues nor water but we do not have any food left. ( incomplete ),"je nou fini, nou ta renmen jwen jwenn yon asistans an nouriti, se vre ke nou pa gen pwoblem rad, nou pa gen pwoblem dlo, men nou pa gen manje ank. W s",direct
1111,you could do for us. Thanks in advance. ( incomplete - end of a message ),a w ta fe pou nou. Mesi davans,direct
1113,we sleep with the baby. Thanks in advance for the help you will bring us. ( incomplete ),sa nou demi avek ti bebe. Mesi davans pou d nou pral pote,direct
1115,"SOS - We are in the COUR WATSON situated between the 3rd and 4th Bolosse avenue. We are starving and thirsty, PLEASE HELP. ",S O S la cour Watson. Situ entre 3eme Avenue bolosse 4eme avenue bolosse. Svp nou grangou et nou swaf et bandi ap vi-n tu moun par bal sou nou. Souple,direct
1117,"We are living in deplorable conditions. We are all in the streets, sleeping outside. ( incomplete )","REES ET NOUS SOMMES DANS UNE SITUATION TRES EPOUVANTABLE ET TRES DEPLORABLE NOUS SOMMES TOUS DANS LA RUE, NOUS DORMONS TOUS AU CLAIRE DE LA LUNE A LA BELL",direct
1118,"I thought you would give me an answer in Turgeau, Umpasse Colon. Need for help, of water, foof, etc.","Mwen panse nou tap banm yon repons zone turgeau impasse colon besoin d-aide de l-eau, manje etc",direct
1119,I was at Port-au-Prince I've been hit really hard by this and my mother who was my life died. I have received no aid please help me whichever way you can help me ( unclear due to I characters replacing the European chars ),Mwen te potoprens mwen tefrape tet anpil emanman m kite tout vim li mouri mwen san sekou silvoupl edem nan fason nou kapab edem aktwlman se pa depi mw,direct
1120,"we need tent for Fontamara 27, between impasse broyer and Adon ",On a besoin de tente pour fontamara 27 entre impasse broyer et adon,direct
1121,I need help in Jrmie because I was in Port-au-Prince in university I am counting on you.,MWEN bezwen ed lan jeremi paske mwen te portoprins lan univsite mwen konte sou nou,direct
1122,"Thank you very much for responding to me I am not hurt, my house was destroyed, I've lost my two children, I've received nothing ",Mesi anpil deske ou reponn mwen mwen pa blese men kay mwen kraze mwen pedi 2 timoun mwen pa jwenn anyen,direct
1123,fsa pou mwen s v p map mouri mwen gen tout po blem ede m a do that for me plz. I'm dying. I have all sorts of problems. Help me,f la kise moniquk fasa pou mwen s v p map mouri mwen gen tout po blem ede m,direct
1124,We're asking digicel tou please work on the network because we need to get in touch with our family members abroad. SOS,"Nap mande tanpri pou digicel pase men nan rezo a, paske fanmi nou lot b dlo bezwen kominike avek nou. sos",direct
1125,I greet you all. Im a Digicel Client. I was a victim of the quake of January 12. I'm writing this message just to see if you guys can help,Mwen salye nou tout mwen se yonn nan clyan dijisel mwen viktime nan tranbleman de te ki te fet 12 janvier a mwen ekri sms sa just poum w si nou te ka ed,direct
1126,"We cannot make calls today, please help us, From Plaisance, thank you","Nou pa ka fe apel ditou jodi a, ede nou. Plezans, mesi",direct
1127,"Hello, we are in the Petionville area we need tents, food and water","Alo bonjou, nou se yon kominote nan zon petyon vil. Se tsl, platon. Nou bezwen tant, maje e dlo potab. 4636",direct
1128,Please Come to Monseigneur Guilloux street ( Prolongue ) we are suffering. thanks,rive rue monseigneur cuillour prolonge nou nan miz merci,direct
1129,"Help we need help we need, food, water and security, SOS they are going to kill us","S O S we need help, we need food, water and security. S O S they kill us with gun",direct
1130,I'm on the road with family and children. I don't have a home I sleeping near the Adventist Hospital Diquini in Carefour my house is destroyed please help me.,MW NAN LARI AK FAMIM PITIT MW FREM MW PAGEN KAY MAP DOMI NAN LAKOU LOPITAL ADVANTIS DIKINI KAFOU NAN SERIN KAY MW KRAZE ESE NANFEM MW TEYE TAMPRI EDEM M,direct
